word,happiness_score,standard_deviation
creek,6.06,1.49
dimes,6.06,1.22
distinct,6.06,1.24
equal,6.06,1.95
facts,6.06,1.1
flight,6.06,1.83
gaze,6.06,1.49
goodman,6.06,1.13
harbor,6.06,1.45
hey,6.06,1.63
historian,6.06,1.46
host,6.06,1.36
icon,6.06,1.27
influences,6.06,1.22
instruments,6.06,1.71
landmark,6.06,1.02
large,6.06,1.27
latest,6.06,1.36
leads,6.06,1.1
legs,6.06,1.3
liverpool,6.06,1.56
magazines,6.06,1.45
membership,6.06,1.02
muscle,6.06,1.33
nation,6.06,1.5
outlets,6.06,1.04
overseas,6.06,1.53
peanut,6.06,1.33
personal,6.06,1.22
photoshop,6.06,1.53
preparation,6.06,1.36
quantities,6.06,1.3
racing,6.06,1.74
reflection,6.06,1.39
representation,6.06,1.28
respective,6.06,1.32
see,6.06,1.06
servings,6.06,1.41
shoes,6.06,1.54
slim,6.06,1.49
sports,6.06,2.24
starring,6.06,1.3
straight,6.06,1.06
talk,6.06,1.06
towns,6.06,1.15
updated,6.06,1.24
wood,6.06,1.25
solving,6.04,1.74
bridges,6.04,1.51
climbing,6.04,1.38
geographical,6.04,1.46
skirt,6.04,2.07
1960s,6.04,1.75
academy,6.04,1.34
accompanying,6.04,1.44
acquired,6.04,1.51
acting,6.04,1.51
alumni,6.04,1.03
america's,6.04,1.46
approaches,6.04,1.31
bass,6.04,1.69
beginning,6.04,1.16
bringing,6.04,1.14
campus,6.04,1.62
casino,6.04,2.04
choices,6.04,1.44
contributed,6.04,1.21
exact,6.04,1.23
expand,6.04,1.14
express,6.04,0.9
fave,6.04,1.47
feliz,6.04,1.48
folks,6.04,1.35
fund,6.04,1.12
furniture,6.04,1.16
groove,6.04,1.21
hair,6.04,1.4
hint,6.04,1.59
installed,6.04,1.03
interactive,6.04,1.38
kitchen,6.04,1.69
melbourne,6.04,1.43
mind,6.04,1.28
numbers,6.04,1.14
perspective,6.04,1.03
points,6.04,1.47
prevention,6.04,1.23
professor,6.04,1.46
prospective,6.04,1.21
prospects,6.04,1.07
purple,6.04,1.52
purpose,6.04,1.16
replied,6.04,0.97
sauce,6.04,1.4
signing,6.04,1.48
sofa,6.04,1.35
supplies,6.04,1.4
tops,6.04,1.09
transport,6.04,1.29
union,6.04,1.4
visible,6.04,0.88
vocal,6.04,1.55
washington,6.04,1.21
words,6.04,1.19
xp,6.04,1.51
carriage,6.02,1.23
beings,6.02,1.25
colored,6.02,1.74
considerations,6.02,1.41
nearest,6.02,1.25
porch,6.02,1.6
relate,6.02,1.52
seventeenth,6.02,1.18
vibe,6.02,1.48
1980's,6.02,1.74
acres,6.02,1.32
aircraft,6.02,1.41
amen,6.02,1.88
basket,6.02,1.08
blog,6.02,1.41
cards,6.02,1.3
celebrity,6.02,1.71
christians,6.02,2.02
concepts,6.02,1.29
content,6.02,1.62
creates,6.02,1.44
delivery,6.02,1.44
developing,6.02,1.1
doll,6.02,1.94
download,6.02,1.35
eggs,6.02,1.99
engineers,6.02,1.13
essential,6.02,0.89
fixed,6.02,1.06
float,6.02,1.41
fridge,6.02,1.12
fund-raising,6.02,1.74
inn,6.02,1.24
jam,6.02,2.03
japanese,6.02,1.57
male,6.02,1.36
monetary,6.02,1.39
native,6.02,1.41
newspapers,6.02,1.46
objectives,6.02,1.24
pregnancy,6.02,2.25
presence,6.02,1.06
production,6.02,1.2
programs,6.02,1.63
pub,6.02,1.7
quick,6.02,1.63
rare,6.02,1.72
records,6.02,1.29
retire,6.02,1.8
simple,6.02,1.46
sophisticated,6.02,1.76
teams,6.02,1.17
totally,6.02,1.12
try,6.02,0.94
unwind,6.02,1.85
voting,6.02,1.38
walk,6.02,1.55
will,6.02,1.3
windows,6.02,1.39
wondering,6.02,1.35
writes,6.02,1.38
xoxo,6.02,1.71
rains,6.01,1.87
1990's,6.0,1.58
act,6.0,1.29
adapted,6.0,1.41
alliance,6.0,1.65
allow,6.0,1.47
applicable,6.0,1.03
archives,6.0,1.44
attend,6.0,0.97
attending,6.0,1.11
automatic,6.0,1.47
automatically,6.0,1.56
avatar,6.0,1.63
beans,6.0,1.65
beliefs,6.0,1.51
bien,6.0,1.44
biggest,6.0,1.32
brew,6.0,1.63
brook,6.0,1.64
cambridge,6.0,1.48
concentrations,6.0,1.29
conscience,6.0,1.34
continent,6.0,1.23
crimson,6.0,1.51
eighteenth,6.0,1.41
exactly,6.0,1.71
extend,6.0,0.9
favor,6.0,2.06
finale,6.0,1.62
find,6.0,1.58
fireplace,6.0,1.88
fixing,6.0,1.07
glance,6.0,1.18
global,6.0,1.48
ha,6.0,1.56
hands,6.0,1.48
heating,6.0,1.58
indeed,6.0,1.2
integral,6.0,1.31
itunes,6.0,1.9
japan,6.0,1.31
jenny,6.0,1.68
king's,6.0,1.86
lawn,6.0,1.23
lighting,6.0,1.44
likewise,6.0,1.25
lmfao,6.0,2.13
make,6.0,0.99
meaning,6.0,1.05
mega,6.0,1.64
metals,6.0,1.35
mucho,6.0,1.26
nations,6.0,1.55
network,6.0,1.28
olive,6.0,1.14
opened,6.0,1.23
oregon,6.0,1.18
owns,6.0,1.29
participants,6.0,1.03
pilot,6.0,1.07
principle,6.0,1.48
religion,6.0,1.83
result,6.0,1.16
service,6.0,1.16
sights,6.0,1.5
sites,6.0,1.16
sponsor,6.0,1.41
started,6.0,1.07
stereo,6.0,1.29
stores,6.0,0.97
successor,6.0,1.44
survive,6.0,1.8
surviving,6.0,1.75
today's,6.0,0.99
tuned,6.0,0.97
virgin,6.0,1.58
vista,6.0,1.39
walked,6.0,0.99
2-car,5.98,1.42
action,5.98,1.42
afternoon,5.98,1.24
anytime,5.98,1.25
attempting,5.98,1.0
audience,5.98,1.44
august,5.98,1.44
author,5.98,1.39
awww,5.98,1.78
bbc,5.98,1.25
began,5.98,0.96
biography,5.98,1.45
broadcast,5.98,1.29
canada,5.98,1.53
communities,5.98,1.32
contributor,5.98,1.35
creatures,5.98,1.38
declaration,5.98,1.22
dell,5.98,1.41
dialogue,5.98,1.24
drum,5.98,1.38
ebook,5.98,1.44
egg,5.98,1.44
explained,5.98,1.32
fabric,5.98,1.1
father-in-law,5.98,1.81
feature,5.98,1.17
ferry,5.98,1.29
fingertips,5.98,1.13
flash,5.98,1.04
flights,5.98,1.89
folk,5.98,1.44
gathered,5.98,1.32
grammys,5.98,1.45
heh,5.98,1.27
hill,5.98,1.39
http,5.98,1.25
identity,5.98,1.12
informal,5.98,1.45
ireland,5.98,1.36
java,5.98,1.56
july,5.98,1.7
keys,5.98,1.2
lego,5.98,1.27
lessons,5.98,1.38
looks,5.98,1.38
macbook,5.98,1.52
mcdonalds,5.98,2.33
meets,5.98,1.1
messages,5.98,0.94
national,5.98,1.15
netherlands,5.98,1.33
nintendo,5.98,1.73
normal,5.98,1.08
nyc,5.98,1.58
organization,5.98,1.13
originally,5.98,1.13
ours,5.98,1.44
ourselves,5.98,1.33
pairs,5.98,1.17
pic,5.98,1.17
planned,5.98,1.27
pop,5.98,1.24
prose,5.98,1.5
recordings,5.98,1.24
represented,5.98,1.17
robin,5.98,1.22
schools,5.98,1.44
singapore,5.98,1.79
sounds,5.98,1.2
specialized,5.98,1.33
store,5.98,0.98
sweater,5.98,1.48
tonight's,5.98,1.41
train,5.98,1.49
triple,5.98,1.13
wing,5.98,1.15
faire,5.98,1.51
lasts,5.98,1.76
nana,5.98,1.76
precisely,5.98,1.28
probable,5.98,1.33
refer,5.98,1.11
spoon,5.98,1.55
similarly,5.98,1.08
glimpse,5.98,1.17
souls,5.98,1.71
above,5.96,0.9
academic,5.96,1.56
allowed,5.96,1.74
assistance,5.96,1.43
authorized,5.96,1.55
bacon,5.96,2.07
bay,5.96,1.5
bf,5.96,1.63
body,5.96,1.03
collected,5.96,1.16
convinced,5.96,0.97
destined,5.96,1.46
discuss,5.96,1.23
driven,5.96,1.28
everyone's,5.96,1.26
everything,5.96,1.29
fav,5.96,1.95
features,5.96,1.21
flickr,5.96,1.19
french,5.96,1.54
gig,5.96,1.4
gracias,5.96,1.54
gym,5.96,1.51
head,5.96,1.07
heels,5.96,1.12
hundreds,5.96,1.67
including,5.96,0.9
islanders,5.96,1.29
jeep,5.96,1.74
job,5.96,1.73
largely,5.96,1.03
made,5.96,1.07
mambo,5.96,1.73
match,5.96,0.99
memoir,5.96,1.24
mighty,5.96,1.31
mmmmm,5.96,1.86
net,5.96,1.03
netflix,5.96,1.87
players,5.96,1.62
potentially,5.96,1.51
presently,5.96,1.26
proof,5.96,1.07
reaches,5.96,1.37
reflecting,5.96,1.23
related,5.96,1.26
releases,5.96,1.47
reveal,5.96,1.35
reveals,5.96,1.47
rocks,5.96,1.48
roommate,5.96,1.55
season,5.96,1.14
selection,5.96,1.29
ship,5.96,1.23
ships,5.96,1.01
similar,5.96,1.09
space,5.96,1.01
stadium,5.96,1.58
starts,5.96,1.19
taught,5.96,1.46
world's,5.96,1.34
writer,5.96,1.54
yep,5.96,1.67
justify,5.96,1.34
pupil,5.96,1.38
spreading,5.96,1.31
wales,5.96,1.5
whoo,5.96,1.7
deeds,5.96,1.32
exhibit,5.96,1.25
fiddle,5.96,1.73
exceed,5.96,1.52
3d,5.94,1.61
alternative,5.94,1.39
approach,5.94,1.17
awe,5.94,2.09
ballet,5.94,1.58
begins,5.94,1.15
building,5.94,1.11
business,5.94,1.46
carpet,5.94,1.15
chick,5.94,1.65
choose,5.94,1.19
consent,5.94,1.22
continental,5.94,1.11
correspondence,5.94,1.32
custom,5.94,0.91
decided,5.94,1.39
diary,5.94,1.15
echo,5.94,1.24
elevation,5.94,1.52
european,5.94,1.17
exports,5.94,1.22
finds,5.94,1.25
forum,5.94,1.25
framework,5.94,1.06
frank,5.94,1.3
gather,5.94,1.08
germany,5.94,1.57
image,5.94,1.66
impression,5.94,1.08
include,5.94,1.2
inherent,5.94,1.38
intention,5.94,1.28
investor,5.94,1.3
jet,5.94,1.63
joyce,5.94,1.52
kings,5.94,1.53
knew,5.94,1.3
larger,5.94,1.53
letter,5.94,1.1
listen,5.94,1.43
looking,5.94,0.98
mba,5.94,1.83
member,5.94,1.11
men,5.94,1.39
movement,5.94,0.93
nation's,5.94,1.54
obama,5.94,2.16
ok,5.94,1.73
oooh,5.94,1.72
option,5.94,1.39
phoenix,5.94,1.61
player,5.94,1.62
portfolio,5.94,1.43
preparations,5.94,1.41
presidential,5.94,1.52
prom,5.94,1.38
proper,5.94,1.39
pulse,5.94,1.33
reality,5.94,1.65
regularly,5.94,0.87
reservations,5.94,1.46
salmon,5.94,1.71
scene,5.94,1.33
societies,5.94,1.36
submitted,5.94,1.3
substantial,5.94,1.1
swift,5.94,1.27
technique,5.94,1.0
thnx,5.94,1.61
thx,5.94,1.52
tide,5.94,1.24
trends,5.94,1.28
visual,5.94,1.68
wallet,5.94,1.06
wear,5.94,1.39
formation,5.94,1.25
cloth,5.94,1.13
delicate,5.94,1.53
echoes,5.94,1.31
geography,5.94,1.42
processing,5.94,1.41
swinging,5.94,1.41
1970's,5.92,1.65
aides,5.92,1.38
bank,5.92,1.63
banks,5.92,1.24
beer,5.92,2.39
boobs,5.92,2.14
capital,5.92,1.24
chapters,5.92,1.18
chicks,5.92,1.85
chiefs,5.92,1.4
christianity,5.92,2.27
citizen,5.92,1.38
collections,5.92,1.65
conclude,5.92,1.38
constant,5.92,1.14
covered,5.92,1.01
devices,5.92,1.18
diagram,5.92,1.21
directors,5.92,1.38
doubtless,5.92,1.54
equity,5.92,1.68
fields,5.92,1.24
florence,5.92,1.86
forecast,5.92,1.12
get,5.92,1.08
group,5.92,1.21
guy,5.92,1.34
hah,5.92,1.66
harvard,5.92,1.78
historic,5.92,1.58
i,5.92,1.34
laboratory,5.92,1.71
linux,5.92,1.56
opens,5.92,1.28
orlando,5.92,1.41
pants,5.92,1.14
patterns,5.92,1.07
private,5.92,1.35
publishing,5.92,1.18
raining,5.92,2.17
residential,5.92,1.44
retirement,5.92,2.12
runnin,5.92,1.45
salon,5.92,1.37
sends,5.92,0.92
shorts,5.92,1.26
shown,5.92,1.07
skinny,5.92,1.52
solid,5.92,1.12
stoked,5.92,1.7
substantially,5.92,1.31
teen,5.92,1.94
theatrical,5.92,1.28
toyota,5.92,1.48
translated,5.92,1.08
tribe,5.92,1.37
umbrella,5.92,1.29
vienna,5.92,1.77
views,5.92,1.01
viva,5.92,1.71
washed,5.92,1.55
wholly,5.92,1.14
alternatives,5.92,1.47
applies,5.92,1.34
generated,5.92,1.29
merchant,5.92,1.15
missionary,5.92,1.9
vine,5.92,1.27
vive,5.91,1.34
add,5.9,0.97
addition,5.9,1.3
alike,5.9,1.52
attributed,5.9,1.43
blu-ray,5.9,1.39
both,5.9,1.04
brought,5.9,1.33
buyers,5.9,1.17
chillin,5.9,1.69
co-op,5.9,1.34
conception,5.9,1.33
conclusions,5.9,1.22
considered,5.9,1.07
daughter-in-law,5.9,1.56
diaries,5.9,1.39
dividend,5.9,1.9
doe,5.9,1.64
establish,5.9,1.52
exist,5.9,1.68
existence,5.9,1.25
expect,5.9,0.97
fact,5.9,1.33
featured,5.9,1.07
feel,5.9,1.13
gin,5.9,1.81
grew,5.9,1.33
hand,5.9,1.07
hosting,5.9,1.39
legacy,5.9,1.61
letters,5.9,1.42
lip,5.9,1.07
lolz,5.9,1.56
magazine,5.9,1.67
majority,5.9,1.11
mall,5.9,1.4
man,5.9,1.4
modest,5.9,1.42
naked,5.9,2.29
neighbors,5.9,1.59
nokia,5.9,1.37
notebook,5.9,1.39
now,5.9,1.37
pass,5.9,1.43
peak,5.9,1.59
permit,5.9,0.97
personally,5.9,1.07
planes,5.9,1.68
ratings,5.9,1.27
recording,5.9,1.15
replies,5.9,0.95
results,5.9,1.37
retail,5.9,1.04
scenes,5.9,1.22
scores,5.9,1.13
seattle,5.9,1.27
settlement,5.9,1.5
speak,5.9,1.22
stanford,5.9,1.76
strategic,5.9,1.47
symbols,5.9,1.11
talked,5.9,1.27
thousand,5.9,0.86
twenty,5.9,1.05
winter,5.9,2.18
yeah,5.9,1.15
angle,5.9,1.36
bun,5.9,1.39
displayed,5.9,1.1
dolly,5.9,1.34
illustrate,5.9,1.49
pockets,5.9,1.42
puppet,5.9,1.76
sensory,5.9,1.34
grande,5.9,1.46
mixture,5.9,1.21
myth,5.9,1.42
admiral,5.89,1.4
intensity,5.89,1.31
access,5.88,1.26
adobe,5.88,1.24
airport,5.88,1.85
allied,5.88,1.15
applications,5.88,1.06
architects,5.88,1.38
audio,5.88,1.88
austria,5.88,1.29
celeb,5.88,1.47
chosen,5.88,1.12
city's,5.88,1.27
coordinator,5.88,1.06
cyber,5.88,1.48
deserves,5.88,1.89
distinguish,5.88,1.41
drivin,5.88,1.42
entire,5.88,1.12
evidently,5.88,1.35
expanded,5.88,1.15
feedback,5.88,0.96
field,5.88,1.19
flew,5.88,1.6
founder,5.88,1.12
hip,5.88,1.38
includes,5.88,1.52
keeps,5.88,1.32
leaders,5.88,1.32
lmaooo,5.88,2.04
mary,5.88,1.41
mood,5.88,1.64
mrs,5.88,1.41
october,5.88,1.42
organism,5.88,1.21
outlook,5.88,1.19
philharmonic,5.88,1.57
physical,5.88,1.22
poland,5.88,1.33
primary,5.88,1.12
printed,5.88,0.96
privacy,5.88,2.15
pro,5.88,1.32
producer,5.88,1.36
railroad,5.88,1.36
researchers,5.88,1.39
scout,5.88,1.1
sequence,5.88,1.32
sovereign,5.88,1.38
speaking,5.88,1.12
sustained,5.88,1.41
town,5.88,1.53
twilight,5.88,1.91
victoria,5.88,1.24
weather,5.88,1.52
whole,5.88,1.33
yeh,5.88,1.56
pun,5.88,1.72
demonstration,5.88,1.22
misty,5.88,1.88
sovereignty,5.88,1.75
scripture,5.88,1.73
sleigh,5.88,1.82
flex,5.87,1.16
2morrow,5.86,1.31
adopted,5.86,1.65
aim,5.86,1.11
amounts,5.86,1.21
applied,5.86,1.29
arrangement,5.86,1.12
articles,5.86,1.18
balls,5.86,1.21
barbie,5.86,1.6
bear,5.86,1.85
boogie,5.86,1.94
bridge,5.86,1.4
brooks,5.86,1.37
brother-in-law,5.86,1.53
chrome,5.86,1.43
club,5.86,1.64
columbus,5.86,1.32
connect,5.86,1.48
constitutional,5.86,1.6
contemporary,5.86,1.09
country's,5.86,1.37
credit,5.86,1.67
credits,5.86,1.34
curve,5.86,1.48
diverse,5.86,1.54
dj,5.86,1.5
effort,5.86,1.63
engineering,5.86,1.48
equipment,5.86,0.97
figures,5.86,1.18
freeway,5.86,1.54
front-page,5.86,1.09
frontier,5.86,1.28
hotter,5.86,1.54
household,5.86,1.65
integration,5.86,1.75
introduce,5.86,0.97
japan's,5.86,1.16
jennifer,5.86,1.4
keep,5.86,1.07
layout,5.86,0.9
lens,5.86,1.5
leo,5.86,1.48
located,5.86,1.36
metro,5.86,1.53
newman,5.86,1.21
nut,5.86,1.5
nuts,5.86,1.63
observations,5.86,1.07
obtain,5.86,1.34
pc,5.86,1.43
position,5.86,1.12
potter,5.86,1.8
president,5.86,2.11
productions,5.86,1.23
property,5.86,1.57
pumping,5.86,1.37
revelation,5.86,1.48
road,5.86,1.09
sand,5.86,1.58
seat,5.86,1.05
services,5.86,1.58
sound,5.86,1.28
survival,5.86,1.59
teens,5.86,1.55
thursday,5.86,1.11
trained,5.86,1.5
variations,5.86,1.2
viewers,5.86,1.28
wrapped,5.86,1.31
attitudes,5.86,1.31
autonomy,5.86,1.59
concentrated,5.86,1.29
deeper,5.86,1.34
fifteen,5.86,1.02
fourteen,5.86,1.34
gum,5.86,1.38
liquid,5.86,1.17
organizational,5.86,1.26
output,5.86,1.38
phenomena,5.86,1.61
seal,5.86,1.51
concentration,5.85,1.56
props,5.85,1.41
construct,5.85,1.52
amount,5.84,1.3
angeles,5.84,1.56
appear,5.84,0.82
arena,5.84,1.02
banking,5.84,1.65
baseball,5.84,1.73
begun,5.84,1.04
being,5.84,1.61
benz,5.84,1.84
blogs,5.84,1.77
buck,5.84,1.78
canadian,5.84,1.86
checks,5.84,1.54
chicago,5.84,1.53
circles,5.84,1.18
classes,5.84,1.33
colorado,5.84,1.13
coming,5.84,1.2
conducting,5.84,1.02
crossword,5.84,1.56
curry,5.84,1.82
decide,5.84,1.25
descriptions,5.84,1.15
desktop,5.84,1.5
element,5.84,1.04
enter,5.84,1.28
escaped,5.84,1.94
ethnic,5.84,1.33
experimental,5.84,1.45
feelings,5.84,1.72
germans,5.84,1.8
gets,5.84,1.3
grain,5.84,1.27
grammar,5.84,1.43
gravity,5.84,1.58
hear,5.84,1.2
her,5.84,1.08
history,5.84,1.5
individuals,5.84,1.0
landed,5.84,1.04
lands,5.84,1.33
lays,5.84,1.5
maryland,5.84,1.67
matrix,5.84,1.42
mexico,5.84,1.72
nationwide,5.84,1.25
ooh,5.84,1.82
oral,5.84,1.82
patents,5.84,1.06
poster,5.84,1.13
producing,5.84,1.33
programming,5.84,1.52
prophet,5.84,1.92
provisions,5.84,1.56
puff,5.84,1.48
quartet,5.84,1.22
realize,5.84,1.08
really,5.84,1.49
responses,5.84,1.15
sample,5.84,0.93
shoe,5.84,1.45
showing,5.84,0.84
ski,5.84,1.33
stages,5.84,1.54
stored,5.84,1.09
suggestion,5.84,1.31
tall,5.84,1.36
telephone,5.84,1.91
theoretical,5.84,1.11
uk,5.84,1.57
urban,5.84,1.56
watching,5.84,1.22
web,5.84,1.74
absorption,5.84,1.36
constructed,5.84,1.4
dimensions,5.84,1.3
examples,5.84,1.46
interpretation,5.84,1.2
programme,5.84,1.4
relating,5.84,1.31
shades,5.84,1.4
subtle,5.84,1.45
instruction,5.83,1.26
rotation,5.83,1.31
wagon,5.83,1.32
10pm,5.82,1.22
7-9pm,5.82,1.44
apply,5.82,0.8
arising,5.82,1.4
bar,5.82,1.8
becoming,5.82,0.92
blogging,5.82,1.48
closer,5.82,1.1
come,5.82,1.0
communications,5.82,1.34
connection,5.82,1.12
consistent,5.82,1.67
cow,5.82,1.47
detail,5.82,1.14
diplomatic,5.82,1.64
east,5.82,1.29
eatin,5.82,1.57
emphasized,5.82,1.44
endowment,5.82,1.51
entered,5.82,1.02
expressed,5.82,1.35
fig,5.82,1.47
have,5.82,0.85
hearing,5.82,1.48
homey,5.82,2.06
hundred,5.82,1.34
investment,5.82,1.81
involved,5.82,1.34
irish,5.82,1.59
jean,5.82,1.57
key,5.82,1.06
landing,5.82,1.24
lived,5.82,1.6
maine,5.82,1.49
maker,5.82,1.04
many,5.82,1.44
met,5.82,0.92
montreal,5.82,1.26
nashville,5.82,1.32
opinion,5.82,1.34
owl,5.82,1.86
pair,5.82,1.19
path,5.82,1.16
peoples,5.82,1.37
philosophers,5.82,1.75
publisher,5.82,1.08
quickly,5.82,1.45
realised,5.82,1.38
regarded,5.82,1.17
royal,5.82,1.64
sane,5.82,1.61
sister-in-law,5.82,1.57
southwest,5.82,1.59
spanish,5.82,1.26
sum,5.82,1.14
talks,5.82,1.21
teen-agers,5.82,1.72
tennessee,5.82,1.27
toronto,5.82,1.76
upper,5.82,0.92
woot,5.82,1.6
workin,5.82,1.69
diversity,5.82,1.74
ideology,5.82,1.44
mist,5.82,1.58
movements,5.82,1.07
outline,5.82,1.27
continually,5.81,1.08
obtaining,5.81,1.36
6pm,5.8,1.25
accordingly,5.8,1.28
acquisition,5.8,1.53
addressed,5.8,1.21
analysis,5.8,1.43
appearance,5.8,1.48
attention,5.8,1.48
attitude,5.8,1.59
bean,5.8,1.36
becomes,5.8,0.95
belong,5.8,1.7
brings,5.8,1.11
caffeine,5.8,2.16
changing,5.8,1.44
climate,5.8,1.43
commonly,5.8,1.39
courses,5.8,1.37
crib,5.8,1.51
definition,5.8,1.18
determine,5.8,1.34
director,5.8,1.48
double,5.8,1.37
dude,5.8,1.7
entre,5.8,1.51
establishing,5.8,1.4
extended,5.8,1.23
finding,5.8,1.21
god's,5.8,2.25
gradually,5.8,1.21
group's,5.8,1.2
grove,5.8,1.07
hai,5.8,1.5
headed,5.8,0.86
ice,5.8,1.48
interior,5.8,0.88
kentucky,5.8,1.28
known,5.8,1.39
league,5.8,1.16
liberal,5.8,2.17
lmao,5.8,1.9
master's,5.8,1.48
men's,5.8,1.37
mix,5.8,0.93
model,5.8,1.09
mostly,5.8,1.16
mouth,5.8,1.2
networks,5.8,1.37
northeast,5.8,1.51
outside,5.8,1.68
paper,5.8,1.2
pardon,5.8,1.63
perceive,5.8,1.28
pilots,5.8,1.43
podcast,5.8,1.34
practice,5.8,1.34
psychology,5.8,1.34
pumped,5.8,1.59
rapid,5.8,1.29
reconstruction,5.8,1.6
rehearsal,5.8,1.28
responsible,5.8,1.65
roads,5.8,1.11
root,5.8,1.26
rubber,5.8,1.36
sales,5.8,1.11
sending,5.8,0.93
shaped,5.8,1.21
simultaneously,5.8,1.26
spoke,5.8,0.9
stock,5.8,1.11
tended,5.8,1.14
vivo,5.8,1.5
vote,5.8,1.58
wind,5.8,1.6
write,5.8,1.47
yellow,5.8,1.46
seated,5.8,1.22
behaviour,5.8,1.41
description,5.8,1.14
dimension,5.8,1.26
gender,5.8,1.24
impulse,5.8,1.22
involve,5.8,1.34
maintaining,5.8,1.5
manufacture,5.8,1.43
occupation,5.8,1.58
provinces,5.8,1.34
quantity,5.8,1.32
sentiment,5.8,1.9
natives,5.79,1.46
thirty,5.79,1.17
arch,5.79,1.31
actions,5.78,0.89
added,5.78,1.3
additional,5.78,1.25
admission,5.78,1.04
ahhhh,5.78,1.84
ambassador,5.78,1.57
amber,5.78,1.5
anna,5.78,1.27
annie,5.78,1.49
attributes,5.78,1.02
auction,5.78,1.54
aware,5.78,1.47
backup,5.78,1.37
britain,5.78,1.88
carefully,5.78,1.53
century,5.78,1.46
challenge,5.78,1.72
characters,5.78,1.4
colleague,5.78,1.37
containing,5.78,1.0
contest,5.78,1.4
convince,5.78,1.13
downtown,5.78,1.52
drives,5.78,1.4
ebay,5.78,1.78
egyptian,5.78,1.56
entering,5.78,1.02
featuring,5.78,1.04
fed,5.78,1.49
fibers,5.78,1.28
fitted,5.78,1.39
flows,5.78,1.36
founding,5.78,1.46
frequent,5.78,1.11
having,5.78,1.02
hd,5.78,1.3
hosted,5.78,1.33
hottest,5.78,2.19
intervals,5.78,1.3
inventory,5.78,1.46
lift,5.78,1.04
link,5.78,1.11
lot,5.78,1.37
march,5.78,1.28
mare,5.78,1.36
morality,5.78,1.8
newton,5.78,1.02
optical,5.78,1.13
passages,5.78,1.23
plasma,5.78,1.56
plates,5.78,1.33
poker,5.78,1.61
pops,5.78,1.71
possibly,5.78,1.2
realized,5.78,1.46
record,5.78,1.4
resident,5.78,1.09
respond,5.78,1.06
rural,5.78,1.66
shuttle,5.78,0.93
society,5.78,1.42
texts,5.78,1.4
total,5.78,0.95
trying,5.78,1.17
uploaded,5.78,1.13
various,5.78,0.86
volume,5.78,1.5
wheel,5.78,0.93
woo,5.78,1.54
workers,5.78,1.18
workout,5.78,2.08
yess,5.78,1.8
sober,5.78,1.98
components,5.78,1.37
defined,5.78,1.21
flashing,5.78,1.65
momento,5.78,1.65
movin,5.78,1.28
rollin,5.78,1.4
rover,5.78,1.5
vessel,5.78,1.25
printing,5.77,1.36
spatial,5.77,1.17
corresponding,5.77,1.11
accord,5.76,1.24
afterwards,5.76,1.14
apparatus,5.76,1.24
approaching,5.76,1.22
boston,5.76,1.49
brands,5.76,1.1
characteristic,5.76,1.12
city,5.76,1.55
coach,5.76,1.24
commission,5.76,1.65
continue,5.76,1.02
continuing,5.76,1.22
days,5.76,1.24
deeply,5.76,1.6
describes,5.76,1.08
diana,5.76,1.39
discussing,5.76,1.72
do,5.76,1.06
eastern,5.76,1.42
emotion,5.76,1.55
ensemble,5.76,1.22
episode,5.76,1.3
essentially,5.76,0.96
everywhere,5.76,0.94
experiment,5.76,1.27
facilities,5.76,1.45
functions,5.76,1.24
ginger,5.76,1.77
glass,5.76,1.22
greece,5.76,1.61
historical,5.76,2.06
horny,5.76,2.02
install,5.76,1.44
jessica,5.76,1.49
just,5.76,1.62
lamp,5.76,0.98
lincoln,5.76,1.39
magnitude,5.76,1.42
maintain,5.76,1.04
major,5.76,1.42
makers,5.76,1.0
makeup,5.76,1.77
manor,5.76,1.38
manual,5.76,1.36
mechanisms,5.76,1.12
michelle,5.76,1.42
motion,5.76,1.41
outfit,5.76,1.61
oxford,5.76,1.36
payments,5.76,2.14
permitted,5.76,1.64
preparing,5.76,1.41
preview,5.76,1.02
privately,5.76,1.55
probability,5.76,1.25
producers,5.76,1.2
products,5.76,0.77
ps3,5.76,1.3
publication,5.76,1.29
race,5.76,1.44
rachel,5.76,1.52
referring,5.76,1.17
remix,5.76,1.46
representing,5.76,1.1
republic,5.76,1.59
sees,5.76,1.41
selling,5.76,1.59
slide,5.76,1.22
species,5.76,0.98
staying,5.76,1.35
supplied,5.76,1.32
supply,5.76,1.02
things,5.76,0.94
tokyo,5.76,1.53
viewing,5.76,1.42
vital,5.76,1.56
voice,5.76,1.06
wednesdays,5.76,1.08
whisper,5.76,1.6
workshop,5.76,1.24
chiefly,5.76,1.25
dimensional,5.76,1.22
handed,5.76,1.38
interval,5.76,1.39
ladder,5.76,1.25
oooooh,5.76,1.55
perception,5.76,1.25
pupils,5.76,1.49
shield,5.76,1.33
thoroughly,5.76,1.44
considerably,5.75,1.08
manuscript,5.75,1.3
symbolic,5.74,1.36
7pm,5.74,1.37
awake,5.74,1.47
booty,5.74,1.95
cadillac,5.74,1.87
call,5.74,1.44
calling,5.74,1.26
catch,5.74,1.38
challenges,5.74,1.5
chelsea,5.74,1.14
chile,5.74,1.35
concentrate,5.74,1.59
deep,5.74,1.4
details,5.74,1.23
diplomacy,5.74,1.7
dragon,5.74,1.85
employee,5.74,1.19
endorsed,5.74,1.41
entry,5.74,1.08
